,Unnamed: 0,Unnamed: 0.1,label,text,target,indo_tweet,indo_target
4316,4316,4316,neutral,"our question is representing the people of Makassar city for Pak Tito and Pak Hadi, how to deal with extortion in our country, sir, and how do you take corruption in our country, General, please help",Sir tito,"pertanyaan kami mewakili manyarakat kota makassar tuk Pak tito dan pak hadi,,Bagaimana cara mengatasi pungli di negara kita pak ,dan bagaimana langkah bapak memberantar korupsi di negeri kita pak jenral,tolong solusita",Pak tito
4317,4317,4317,positive,The most compact top is always Pak Tito and Pak Hadi in looking after the people from strange people,sir tito,Top bgt kompak selalu pak tito dan pak hadi dalam menjaga nkri dari orang2 aneh,pak tito
4318,4318,4318,neutral,Being the House Speaker is just TITO. if you want the TITO pack?,sir TITO,Jadi ketua DPR aja pak TITO . kalau pak TITO nya mau ?,pak TITO
4319,4319,4319,neutral,Being the House Speaker is just TITO. if you want the TITO pack?,sir TITO,Jadi ketua DPR aja pak TITO . kalau pak TITO nya mau ?,pak TITO
4320,4320,4320,positive,The question of Najwa&#39;s death trap is really ... fortunately Mr. Tito also understands where he is heading ... Top sir Kapolri ...,sir Tito,Pertanyaan jebakan Najwa maut banget...untung pak Tito juga paham arahnya kemana..... Top pak Kapolri...,pak Tito
4321,4321,4321,positive,"Wow, sir, Pak Tito Karnavian and Pak Hadi Tjahyanto live in the TNI, the National Police say the voice of Pak Hadi is similar to Pak SBY",sir Tito,"Wah keren pak Tito Karnavian sama pak Hadi Tjahyanto hidup TNI, Polri ngomong  suara pak Hadi mirip pak SBY",pak Tito
4322,4322,4322,positive,"The TNI and the National Police remain united, the fragrant name guided by the mother of my country, this we never feel bored, Pair your heart with your Supporting people. Bravo Mr. Hadi and Mr. Tito.",Mr. Tito,"TNI dan Polri tetap bersatu padu, Nama harum pandu ibu negeriku, Ini kami tak pernah merasa jenuh, Padukan hati bersama rakyat Pendukungmu. Bravo Pak Hadi dan Pak Tito .",Pak Tito
4323,4323,4323,neutral,Is there a plan Pak Tito will borrow Pak Hadi&#39;s mustache. Please answer this seriously,Sir tito,Apakah ada rencana Pak tito akan meminjam kumis Pak hadi. Tolong Di jawab ini serius,Pak tito
4324,4324,4324,negative,"It&#39;s normal, it&#39;s just like that, rich in Setnov, relapsing pain hahaha",setnov,"udah normal skrg mah be cuman ya itu, kaya setnov , kambuh2an sakit nya hahaha",setnov
4325,4325,4325,neutral,Golkar&#39;s support for Jokowi for 2019 has been final and finished if the stay in the prodeo hotel is not affected.,setnov,Dukungan Golkar ke Jokowi utk 2019 sdh final dan selesai jd jika setnov stay di hotel prodeo itu juga ngk ngaruh.,setnov
4326,4326,4326,negative,"Setnov was called using a baby infusion needle, his lawyer said, Setnov was indeed a baby. = His lawyer is the baby sitter",Setnov,"Setnov disebut pakai jarum infus bayi, pengacaranya bilang, Setnov memang bayi. = Pengacaranya adalah baby sitter-nya",Setnov
4327,4327,4327,neutral,"Want to follow the tweet #IHarusSekuatTiangListrik but not because of pak setnov. Because I have to be that strong, hahaha",setnov,Pengen ikutan ngetwit #AkuHarusSekuatTiangListrik tapi bukan karena ulah pak setnov . Karena aku emang harus sekuat itu loh hahaha,setnov
4328,4328,4328,neutral,Don&#39;t move to lower jokowi ... ahok..perppu ... bro for setnov lulung or council member ... think a thousand times https://twitter.com/arie_kriting/status/931816920411553792,setnov,Mrk bergerak jk utk mnurunkan jokowi.. ahok..perppu.. kl utk setnov lulung atau anggt dewan ... mikir seribu kali https://twitter.com/arie_kriting/status/931816920411553792,setnov
4329,4329,4329,positive,HAHAHA ... COUNTRIES AND KPK ARE LOSSED BY SETNOV !!,SETNOV,HAHAHA .. NEGARA DAN KPK KALAH TELAK DIAKALIN SETNOV !!,SETNOV
4330,4330,4330,positive,"pro and contra united, Setnov was indeed a hero to be beaten from all directions, added Hilman, the lawyer added. #IHarusSekuatTiang Electricity could be the title of this drama.",Setnov,"pro dan kontra bersatu, Setnov memang pahlawan buat digebuki dari segala penjuru, tambah Hilman, tambah pengacara. #AkuHarusSekuatTiangListrik bisa jadi judul drama ini.",Setnov
4331,4331,4331,neutral,KPK vs. SetNov Inflation Law,SetNov,Law inforcement KPK vs SetNov,SetNov
4332,4332,4332,negative,Axel RT &quot;Setnov along with the Chronicles as Eel .... https://twitter.com/republikaonline/status/931853399611473922,Setnov,"Axel RT"" Setnov beserta Kroni2nya Selicin belut .... https://twitter.com/republikaonline/status/931853399611473922",Setnov
4333,4333,4333,positive,BAKPOW ONLINE who has interest in the pack of predators or pak setnov deliveliry using Toyota Portuner to be guaranteed until BENJOL is like the advertisement ...,setnov,BAKPOW ONLINE siapa yang minat pesen aja di pak predrik atau pak setnov deliveliry pake Toyota Portuner dijamain sampe BENJOL sama spt iklannya.....wkwkwkwkwkwkkk,setnov
4334,4334,4334,neutral,Law Enforcement Must Open the Role of MetroTV Journalists in the Setnov Case http://www.wartaekspres.com/penegak-hukum-harus-bongkar-peran-wartawan-metrotv-di-kasus-setnov/ http://pic.twitter.com/uPBVJcnBYn,Setnov,Penegak Hukum Harus Bongkar Peran Wartawan MetroTV Di Kasus Setnov http://www.wartaekspres.com/penegak-hukum-harus-bongkar-peran-wartawan-metrotv-di-kasus-setnov/  http://pic.twitter.com/uPBVJcnBYn,Setnov
4335,4335,4335,negative,"Setnov was in the mood again. does SETNOV change its name after recovering from crashing electricity poles such as SETDES, SENJAN, SETBRU, SETMAR, SETPRIL, SETJUS, SETJUS, SETGUS, SETBERS, when they experience brain jerks and memory loss, until the KPK gives up? #I have to be strong in electricity",SETNOV,"Setnov naek lagi. apa SETNOV berganti-ganti nama stlh sembuh nambrak tiang listrik spt SETDES,SENJAN, SETBRU, SETMAR, SETPRIL, SETJUN, SETJUL, SETGUS, SETBER .karna mengalami geger otak dan lupa ingatan, sampai KPK nyerah ? #AkuHarusSekuatTiangListrik",SETNOV
4336,4336,4336,neutral,Lawyer Monitor Meme Setnov Spreader After Accident http://dlvr.it/Q1gwd2 http://pic.twitter.com/ac1MKwDB56,Setnov,Pengacara Pantau Penyebar Meme Setnov Usai Kecelakaan http://dlvr.it/Q1gwd2 http://pic.twitter.com/ac1MKwDB56,Setnov
4337,4337,4337,neutral,y the government is now set up as a supporter of Jokowi,setnov,y pemerintah sekarang lht setnov pendukung jokowi,setnov
4338,4338,4338,positive,"Setnov is different in character from Nazaruddin. Setnov is authoritative, knows himself, speaks frugally. I don&#39;t think he will sing even though he is offered free.",Setnov,"Setnov beda karakternya dg Nazaruddin. Setnov berwibawa, tahu diri, bicara hemat. Menurut sy dia tak kan bernyanyi meski ditawari bebas.",Setnov
4339,4339,4339,negative,"How come I haven&#39;t heard, how come I can&#39;t report the employee who happened to crash with Setnov ...?",setnov,Kok saya belum denger ya metrotipu memberitakan karyawannya yg ikut kecelakaan sama setnov ...?,setnov
4340,4340,4340,negative,"Yes, God, no, no, I&#39;m cheating, but one stage with him, daddy setnov :( http://pic.twitter.com/fsB453rXNY",setnov,"Ya allah gak gak, gue ngambekan tapi gamaw satu panggung sama dia daddy setnov :( http://pic.twitter.com/fsB453rXNY",setnov
4341,4341,4341,positive,"Celaka 12, Hati Hati for you who like Meme Setnov Share Hit Electric Pole https://goo.gl/fb/se7u4w",Setnov,"Celaka 12, Hati Hati Buat Kalian Yang Suka Share Meme Setnov Tabrak Tiang Listrik https://goo.gl/fb/se7u4w",Setnov
4342,4342,4342,positive,AHOKERS? MUCH ADO ABOUT NOTHING Ahokers is noisy again. They fry Setnov as if it has nothing to do with ... http://fb.me/KmFELK4y,Setnov,AHOKERS? MUCH ADO ABOUT NOTHING Ahokers berisik lagi. Mereka menggoreng Setnov seolah tidak ada kaitannya dengan... http://fb.me/KmFELK4y,Setnov
4343,4343,4343,neutral,"Simalakama, captured secret open setnov, free setnov damaged reputation of law enforcement in the form of kpk, the most rational solution: the drama of a spokesman for the KPK has issued a detention letter, setnov retired from the public world with statusamnesia, win2 solution",setnov,"Simalakama, ditangkap setnov terbuka rahasia, setnov bebas rusak reputasi penegakkan hukum ala kpk, solusi paling rasional : drama jubir kpk sudah keluarkan surat penahanan, setnov pensiun dari dunia publik dgnstatusamnesia, win2 solution",setnov
4344,4344,4344,neutral,"Simalakama, captured secret open setnov, free setnov damaged reputation of law enforcement in the form of kpk, the most rational solution: the drama of a spokesman for the KPK has issued a detention letter, setnov retired from the public world with statusamnesia, win2 solution",setnov,"Simalakama, ditangkap setnov terbuka rahasia, setnov bebas rusak reputasi penegakkan hukum ala kpk, solusi paling rasional : drama jubir kpk sudah keluarkan surat penahanan, setnov pensiun dari dunia publik dgnstatusamnesia, win2 solution",setnov
4345,4345,4345,neutral,"Simalakama, captured secret open setnov, free setnov damaged reputation of law enforcement in the form of kpk, the most rational solution: the drama of a spokesman for the KPK has issued a detention letter, setnov retired from the public world with statusamnesia, win2 solution",setnov,"Simalakama, ditangkap setnov terbuka rahasia, setnov bebas rusak reputasi penegakkan hukum ala kpk, solusi paling rasional : drama jubir kpk sudah keluarkan surat penahanan, setnov pensiun dari dunia publik dgnstatusamnesia, win2 solution",setnov
4346,4346,4346,positive,Hahaha SETNOV,SETNOV,Hahaha SETNOV,SETNOV
4347,4347,4347,neutral,"I said Fahri if I had evidence to say it. Don&#39;t spread slander. Is the connection between Setnov arrested by the KPK, how come he has brought 10-year rulers?",Setnov,Saya bilang Fahri kalau punya bukti ungkap saja. Jangan menyebar fitnah. Apa hubungannya Setnov ditangkap KPK kok dia bawa2 penguasa 10 tahun?,Setnov
4348,4348,4348,positive,"#JawabGoblok Tomorrow if I become an artist, I don&#39;t want the image of SETNOV on the body, so that it looks like the child is GAUL (nekperlusakawak)",SETNOV,"#JawabGoblok Besok kalo jadi artis, gw pgn Tatto gambar MUKA SETNOV di badan, biar keliatan anak GAUL (nekperlusakawak)",SETNOV
4349,4349,4349,neutral,it&#39;s Mr. Setnov who is fishing,setnov,kan bapak setnov yg mancing,setnov
4350,4350,4350,negative,then what is the setnov case ???????,setnov,trus kasus setnov gimana???????,setnov
4351,4351,4351,neutral,"Anyway, Ribnat Setnov ... the failed political soap opera from the government, throws his failure at the legislature. * ho&#39;oh don&#39;t get fooled",Setnov,"Msh aja ributin Setnov ... sinetron politik dr pemerintahan yg gagal, melemparkan kegagalannya kpd legislatif. * ho'oh jgn sampe tertipu",Setnov
4352,4352,4352,positive,Even our president&#39;s father @jokowi seems to be laughing at the meme about setnov,setnov,Bahkan bapak presiden kita @jokowi kayaknya ketawa melihat meme tentang setnov,setnov
4353,4353,4353,neutral,"Setnov Has the Right to Immunity, Can&#39;t Be Examined by KPK #PrayForSetNov http://hukum.indopos.co.id/read/2017/11/13/116613/Setnov-Punya-Hak-Imunitas-Tak-Bisa-Diperiksa-KPK",Setnov,"Setnov Punya Hak Imunitas, Tak Bisa Diperiksa KPK #PrayForSetNov http://hukum.indopos.co.id/read/2017/11/13/116613/Setnov-Punya-Hak-Imunitas-Tak-Bisa-Diperiksa-KPK",Setnov
4354,4354,4354,neutral,"We are not fanatics or blind love. Don&#39;t let papa setnov, Ahok or Jokowi, if we are wrong, we will criticize and admonish. So don&#39;t want us to be with the flat earth, even though they are still adored by the puja. Even though stupid is still praised because of the faithful",setnov,"Kita bukan fanatik atau cinta buta. Jangankan papa setnov , Ahok atau Jokowi pun klo salah akan kita kritik dan tegur. So jangan bandingin kita dg kaum bumi datar yg walaupun mesum tetap dipuja puja. Walaupun bego tetap dipuji2 karena seiman",setnov
4355,4355,4355,positive,Because why?? The people and the government above will also laugh at seeing thousands of memes about setnov,setnov,Karena kenapa?? Rakyat dan pemerintahan yang ada di atas sanapun akan ketawa melihat beribu-ribu meme tentang setnov,setnov
4356,4356,4356,negative,The lawyer found out that this idiot wanted the international court to take care of the setnov. Wkwkwk,setnov,Ketahuan gobloknya ini pengacara Mana mau pengadilan international ngurusin setnov . Wkwkwk,setnov
4357,4357,4357,negative,Maybe this setnov case is just a mere meme joke in the eyes of the people&#39;s government until the president # SaveTiang Electricity #pole electricity #setyanovanto #IHarusSekuatTiang Electricity,setnov,Mungkin kasus setnov ini hanya sekedar lelucon meme belaka dimata pemerintah rakyat sampai presiden #SaveTiangListrik #tianglistrik #setyanovanto #AkuHarusSekuatTiangListrik,setnov
4358,4358,4358,negative,He seems confused when his friend wants to be detained by the KPK. The weapon brought by the SJ authorities to secure Setnov was routed. Waka DPR does not understand that the work forces need to protect themselves,Setnov,Dia kalap tampaknya ketika sahabatnya mau ditahan KPK. Senjata yg dibawa aparat sj utk mengamankan Setnov ditibutin. Waka DPR koq tidak paham bahwa aparat bekerja perlu juga melindungi dirinya,Setnov
4359,4359,4359,negative,Law enforcement in this country does not apply to Setnov Cc. @jokowi @KPK_RI @DivHumasPolri https://twitter.com/liputan6dotcom/status/932029474773729281,Setnov,Penegakan hukum dinegeri ini gak berlaku buat Setnov Cc. @jokowi @KPK_RI @DivHumasPolri https://twitter.com/liputan6dotcom/status/932029474773729281,Setnov
4360,4360,4360,neutral,E-KTP - FOR THE 20TH DAY OF THE SETNOV-RESISTANT KPK! FREDRICH YUNADI IMPRESSED! 19 NOP http://youtu.be/jdzdrPY99Vs?a,SETNOV,E-KTP - UNTUK 20 HARI KEDEPAN KPK TAHAN SETNOV ! FREDRICH YUNADI KESAL ! 19 NOP http://youtu.be/jdzdrPY99Vs?a,SETNOV
4361,4361,4361,neutral,Diligent Setnov&#39;s defense seems. Maybe....,Setnov,Rajin bela Setnov tampaknya. Mungkin....,Setnov
4362,4362,4362,positive,"Next we hope that Setnov will still want to show us the services, namely giving an example to obey the law, following the legal process that runs on its status as a suspect. #IHarusSekuat TiangListrik http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"Selanjutnya kita berharap Setnov masih mau unjuk jasa kepada kita, yaitu memberi contoh untuk taat hukum, mengikuti dengan baik proses hukum yang berjalan terkaitstatusnya sebagai tersangka. #AkuHarusSekuatTiangListrik http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4363,4363,4363,negative,"Come on, sir, setnov ... Just follow the legal process ... Wrong wrong evidence in court ... Long time tired and bored we follow it ...",setnov,Sudahlah pak setnov ... Ikuti saja proses hukumnya.. Salah ga salah buktiin di pengadilan.. Lama2 capek dan bosan kita ngikutin nya..,setnov
4364,4364,4364,negative,"In the morning, I have been told the news of Papski Setnov ... What do you mean, the daddy stripping every day Lulz",setnov,Pagi pagi udah di suguhin berita papski setnov ..... gacape apa si papa stripping tiap hari Lulz,setnov
4365,4365,4365,neutral,These Legal Experts Laugh at the Silliness of Setnov&#39;s Lawyers on Twitter http://dlvr.it/Q1gsBV http://pic.twitter.com/rOYtS0m1EO,Setnov,Pakar Hukum Ini Tertawai Kekonyolan Pengacara Setnov di Twitter http://dlvr.it/Q1gsBV http://pic.twitter.com/rOYtS0m1EO,Setnov
4366,4366,4366,neutral,From the SetNov case I learned a lot of legal terms from twit pak @mohmahfudmd Whereas from his lawyer SetNov I learned about acrobatic cangkem and dagelan,SetNov,Dari kasus SetNov daku belajar banyak istilah hukum dari twit pak @mohmahfudmd Sedangkan dari lawyernya SetNov daku belajar akrobatik cangkem dan dagelan,SetNov
4367,4367,4367,neutral,From the SetNov case I learned a lot of legal terms from twit pak @mohmahfudmd Whereas from his lawyer SetNov I learned about acrobatic cangkem and dagelan,SetNov,Dari kasus SetNov daku belajar banyak istilah hukum dari twit pak @mohmahfudmd Sedangkan dari lawyernya SetNov daku belajar akrobatik cangkem dan dagelan,SetNov
4368,4368,4368,neutral,"Golkar Breaks Down, Setnov Will Resign? http://dlvr.it/Q1gs5m http://pic.twitter.com/HF0PJk5VIP",Setnov,"Golkar Gonjang-Ganjing, Setnov Bakal Lengser? http://dlvr.it/Q1gs5m http://pic.twitter.com/HF0PJk5VIP",Setnov
4369,4369,4369,negative,You can only use garbage like the elite elite businessman d,setnov,elu mah sampah sampah aja kayak setnov gausah sok elit d,setnov
4370,4370,4370,negative,"Also, Mr. @mohmahfudmd and the lawyer said they were digressing sm kyk Setnov. Cover the client but stupid",Setnov,Kmn2 jugaa bapak @mohmahfudmd drpd pengacara ngomg ngelantur sm kyk Setnov . Nutupin klien tp bego,Setnov
4371,4371,4371,negative,"@NnadiaNajla mb nad ... As a tax employee, the estimate of setnov corruption is higher ??? How come I can rent a system like that in the hospital ... Ckckxkc",setnov,"@NnadiaNajla mb nad... Sebagai pegawai pajak, perkiraan setnov korupsi mencapai brp ya??? Kok bisa sekaya itu nyewa sistem di RS... Ckckxkc",setnov
4372,4372,4372,positive,I don&#39;t read the news about the lawyer setnov WKWKWKWKWK,setnov,ngakak baca berita pengacara setnov WKWKWKWKWK,setnov
4373,4373,4373,neutral,"Bamsoet to Setnov: Firm and Steadfast, Lord Ora Sare http://dlvr.it/Q1gqvF http://pic.twitter.com/W8Jl5su2gt",Setnov,"Bamsoet ke Setnov : Tegar dan Tabah, Tuhan Ora Sare http://dlvr.it/Q1gqvF http://pic.twitter.com/W8Jl5su2gt",Setnov
4374,4374,4374,negative,Uda is definitely the engineering ... mankind kampreet setnov,setnov,Uda pasti itu maah rekayasa..manusia kampreet setnov,setnov
4375,4375,4375,negative,"After all, the demonstration of the religious detractor meant Setnov&#39;s demo too. La wong is a plot, mutual support, praise each other. Forget?",Setnov,"Lagian demo si penista agama artinya kan demo Setnov jg. La wong mrk satu komplotan, saling sokong, saling puji. Lupa?",Setnov
4376,4376,4376,negative,https://youtu.be/QnxzMIwXbaw MYISAT IS THE SETNOV IS ALWAYS PURA-PURA SAKIT PURA-PURA https://www.instagram.com/p/Bbp7cYmDWBI/,SETNOV,https://youtu.be/QnxzMIwXbaw SELISIK SIASAT SETNOV YG SELALU PURA-PURA SAKIT PURA-PURA https://www.instagram.com/p/Bbp7cYmDWBI/,SETNOV
4377,4377,4377,negative,"Lu said cave setnov, just hit a tree so the elite would be Paul Walker",setnov,"Lu kata gua setnov , nabrak pohon aja biar elit kek paul walker",setnov
4378,4378,4378,negative,"Get used to DATA, 2014 GOLKAR Ketum Aburizal Bakrie. How come it even ran to SETNOV in 2014 ??",SETNOV,"Biasakan DATA, Ketum GOLKAR 2014 Aburizal Bakrie. Kok malah lari ke SETNOV di 2014 ??",SETNOV
4379,4379,4379,negative,"Sorry, Mr. Your SetNov is very afraid of being arrested, but you save 100 M ??? Live for a while in the world aware of fella ... hopefully it will be quickly processed into prison ...",SetNov,"Sorry yaa Mr. SetNov anda sangat takut ditangkap , tapi 100 M anda simpan ??? Hidup sebentar saja di dunia sadar bung....semoga lekas diproses masuk penjara....",SetNov
4380,4380,4380,neutral,"Ywdh, how come your son is Setnov, how do you do it :) hhe Good morning! https://twitter.com/Aulianfajrina/status/932027036587065344",Setnov,"Ywdh deh, anaknya papa Setnov aja gimana ka:) hhe Selamat pagi ya! https://twitter.com/Aulianfajrina/status/932027036587065344",Setnov
4381,4381,4381,neutral,"If the Setnov, the KPK is aggressively moving to Ahok sluggish ??? # askKPK https://twitter.com/adv_supyadi/status/931568499566116865",Setnov,Knp kpd Setnov KPK gencar sdgkan kpd Ahok melempem??? #tanyaKPK https://twitter.com/adv_supyadi/status/931568499566116865,Setnov
4382,4382,4382,neutral,"#swamedium - Bamsoet to Setnov: Firm and Steadfast, Lord Ora Sare http://dlvr.it/Q1gnYv http://pic.twitter.com/fBQIUtwq7I",Setnov,"#swamedium - Bamsoet ke Setnov : Tegar dan Tabah, Tuhan Ora Sare http://dlvr.it/Q1gnYv http://pic.twitter.com/fBQIUtwq7I",Setnov
4383,4383,4383,neutral,ahaha ... so the incident that hit the setnov pole was settled while selling for https://twitter.com/thisisinsider/status/931673325515837441,setnov,ahaha... jadi kek insiden nabrak tiang si setnov nih dijadiin aji mumpung buat jualan https://twitter.com/thisisinsider/status/931673325515837441,setnov
4384,4384,4384,neutral,"@ e100ss #tianglistrik along the satellite Toll Road - gunungsari BOIKOT does not turn on, due to being a scapegoat in Setnov&#39;s accident",Setnov,"@e100ss #tianglistrik sepanjang Jalan Tol satelit - gunungsari BOIKOT tidak menyala, akibat jadi kambing hitam kecelakaan Setnov",Setnov
4385,4385,4385,neutral,Ku is not Mr. Setnov Ka (sad sad https://twitter.com/id_jessieputri/status/931899165147201537,setnov,Ku bukan bapak setnov ka;( sedih deh https://twitter.com/id_jessieputri/status/931899165147201537,setnov
4386,4386,4386,positive,"#IHarusSekuatTiangListrik Two benefits of the single accident of the car that was set by Setnov, maybe ... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"#AkuHarusSekuatTiangListrik Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin ... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4387,4387,4387,neutral,Akbar Tandjung: Golkar Must Hold National Conference on Setnov http://bit.ly/2jDbPQ2 http://pic.twitter.com/RxO5g3Ktbf,Setnov,Akbar Tandjung: Golkar Harus Gelar Munaslub soal Setnov http://bit.ly/2jDbPQ2 http://pic.twitter.com/RxO5g3Ktbf,Setnov
4388,4388,4388,neutral,Akbar Encourages Golkar to Hold National Conference on TanggapistatusSetnov at KPK http://bit.ly/2hKDT3o http://pic.twitter.com/KHWcQUxTDN,Setnov,Akbar Dorong Golkar Gelar Munas TanggapistatusSetnov di KPK http://bit.ly/2hKDT3o http://pic.twitter.com/KHWcQUxTDN,Setnov
4389,4389,4389,positive,"#I Must Be Full of Electricity Two benefits from the incident of a single car accident set by Setnov, maybe just an example that quickly emerges and can be felt. It is not impossible there are still other benefits, making Setnov merit to all of us. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"#AkuHarusSekuatTiangListrik Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul dan bisa dirasakan. Bukan tidak mungkin masih ada manfaat lainnya, menjadikan Setnov berjasa kepada kita semua. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4390,4390,4390,positive,"#I Must Be Full of Electricity Two benefits from the incident of a single car accident set by Setnov, maybe just an example that quickly emerges and can be felt. It is not impossible there are still other benefits, making Setnov merit to all of us. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"#AkuHarusSekuatTiangListrik Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul dan bisa dirasakan. Bukan tidak mungkin masih ada manfaat lainnya, menjadikan Setnov berjasa kepada kita semua. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4391,4391,4391,negative,Is it really that important what a Setnov means? https://twitter.com/mohmahfudmd/status/931680126571384832,Setnov,emangnya sepenting itukah arti seorang Setnov ? https://twitter.com/mohmahfudmd/status/931680126571384832,Setnov
4392,4392,4392,positive,"#I Must Be Full of Electricity Two benefits from the incident of a single car accident set by Setnov, maybe just an example that quickly emerges and can be felt. It is not impossible there are still other benefits ... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"#AkuHarusSekuatTiangListrik Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul dan bisa dirasakan. Bukan tidak mungkin masih ada manfaat lainnya... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4393,4393,4393,negative,SETNOV IS ONLY THE TRANSFER OF ISSUES. REPTILIANS HAVE OPENED THE DOOR OF HOLLOW EARTH IN SOUTH KUTUB. https://twitter.com/siti_fathonah5/status/932025674000252928,SETNOV,SETNOV HANYALAH PENGALIHAN ISU. KAUM REPTILIAN SUDAH MEMBUKA PINTU HOLLOW EARTH DI KUTUB SELATAN. https://twitter.com/siti_fathonah5/status/932025674000252928,SETNOV
4394,4394,4394,negative,"I swear I want to beat up the Papa Setnov, full of the drama of his life !!! #SaveTiang Electricity",setnov,"Sumpah pengen ngehajar si papa setnov , penuh drama hidupnya !!! #SaveTiangListrik",setnov
4395,4395,4395,negative,If the setnov is dead it must be thought of boasting again. No one will believe the problem is he is full of lies.,setnov,Kalo setnov mati pasti dikira boongan lagi. Gak bakal ada yg percaya soalnya dia penuh kebohongan.,setnov
4396,4396,4396,negative,"Buy fried food, then the father is talking about the spirit of the Lestrek iso guy who is a suspect ... Setnov jokes to the lower class of guys",Setnov,"Beli gorengan trus bapaknya lg ngomong ak lg ruh nek cagak lestrek iso dadi tersangka,,, guyonan Setnov sampai kalangan bawah gaes",Setnov
4397,4397,4397,neutral,"HOW ARE YOU, HOW ARE YOU ACCORDING TO THE PAK IMAM SETNOV? ANSWER!",SETNOV,"NGOMONG APA SIH, GIMANA MENURUT ANDA MENGENAI SETNOV PAK IMAM? JAWAB!",SETNOV
4398,4398,4398,neutral,"Asked About Kabn Setnov, Lawyer: He Still Sleeps Still http://ift.tt/2yWTVdX",Setnov,"Ditanya Mengenai Kabar Setnov , Pengacara: Beliau Masih Tidur Terus http://ift.tt/2yWTVdX",Setnov
4399,4399,4399,positive,"Two benefits from the single accident of the car that Setnov rode, maybe just a quick example appeared ... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul... http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4400,4400,4400,negative,Pak @Fahrihamzah created himself as if Setnov and himself were flawless humans ... Hehehe,Setnov,Pak @Fahrihamzah ciptakan dirinya sendiri seolah-olah Setnov dan dirinya manusia tanpa cela... Hehehe,Setnov
4401,4401,4401,negative,"Untung setnov this is not praja, bs jd saingan berat @karolus_luangga about nanny tricks",setnov,"Untung setnov ini bukan praja,bs jd saingan berat @karolus_luangga soal tipu2 pengasuh",setnov
4402,4402,4402,positive,Mr. SetNov got a lot of reward transfers today ... https://twitter.com/fadlizon/status/931923978205016064,SetNov,Pak SetNov banyak mendapat transferan pahala bbrp hari ini... https://twitter.com/fadlizon/status/931923978205016064,SetNov
4403,4403,4403,negative,There may be 10 million Indonesian residents who are Buly in Setnov in Medsos ... they are not afraid because he has become a suspect in this E.KTP case please just say I don&#39;t think there are 6g of your voice.,Setnov,Mungkin ada 10jta Penduduk Indonesia yg Buly di Setnov di Medsos..mereka tdk tkt Bung karena dia sdh jadi Tersangka di kasus E.KTP ini silahkan aja bung saya rasa tdk ada 6g dgr suaramu itu.,Setnov
4404,4404,4404,positive,"Two benefits of the single-car accident set by Setnov, may be just an example that quickly emerges and can be felt. It is not impossible there are still other benefits, making Setnov merit to all of us. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul dan bisa dirasakan. Bukan tidak mungkin masih ada manfaat lainnya, menjadikan Setnov berjasa kepada kita semua. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
4405,4405,4405,positive,"Two benefits of the single-car accident set by Setnov, may be just an example that quickly emerges and can be felt. It is not impossible there are still other benefits, making Setnov merit to all of us. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/",Setnov,"Dua manfaat dari peristiwa kecelakaan tunggal mobil yang dinaiki Setnov , mungkin hanya contoh yang cepat muncul dan bisa dirasakan. Bukan tidak mungkin masih ada manfaat lainnya, menjadikan Setnov berjasa kepada kita semua. http://www.kanigoro.com/jasa-setnov-untuk-bangsa-indonesia/ ",Setnov
