text,target,label,start,end
"WORLD FOREX : Dollar Rises Against Euro , Asian Currencies On Japan Fear s: By Enda Curran and Sam Holmes SINGAPORE ... http://bit.ly/gWiXl0",WORLD FOREX,neutral,0,2
"WORLD FOREX : Dollar Rises Against Euro , Asian Currencies On Japan Fear s: By Enda Curran and Sam Holmes SINGAPORE ... http://bit.ly/gWiXl0",Enda Curran,neutral,15,17
"WORLD FOREX : Dollar Rises Against Euro , Asian Currencies On Japan Fear s: By Enda Curran and Sam Holmes SINGAPORE ... http://bit.ly/gWiXl0",Sam Holmes,neutral,18,20
Company's internationalizing to Saudi Arabia should know that the Shoura lists its efforts to boost Saudization http://t.co/SPIdfzFw,Shoura,positive,9,10
Omg ... New song to Rihanna is very cool ... Man down :D ( music ),Rihanna,positive,5,6
I liked a @YouTube video http://t.co/kWjUcxHU The Black Keys - Tighten Up [ Official Music Video ],The Black Keys,neutral,6,9
"@TiaDobi Thanks for the follow , Hope you enjoy . Be sure to connect on Facebook too . http://on.fb.me/i2G3aM",Facebook,neutral,15,16
Thanks MSN for finally putting this silly debate to rest ... @KhloeKardashian http://t.co/CIo6sy70,MSN,positive,1,2
Gaddafi's daughter Aisha was hospitalised in Algeria after learning that her father and brother Muttasim had been killed,Gaddafi's,neutral,0,1
Gaddafi's daughter Aisha was hospitalised in Algeria after learning that her father and brother Muttasim had been killed,Aisha,neutral,2,3
Gaddafi's daughter Aisha was hospitalised in Algeria after learning that her father and brother Muttasim had been killed,Muttasim,neutral,14,15
Frank Lloyd Wright~ Business is like riding a bicycle . Either you keep moving or you fall down .,Frank Lloyd Wright~,neutral,0,3
"@younited4ever plus .. we are playing away from home , , and swansea was unbeaten at home since last january , so its a bit tricky !",swansea,positive,12,13
"Forty Rules of Love by Elif Shafak , Great Book",Elif Shafak,positive,5,7
I made my first 100 $ after only a month with Yaro Starak - http://budurl.com/yarostarakblogging,Yaro Starak,neutral,11,13
"@RujutaDiwekar Hi rujuta , your first book is really awesome .. tell me one thing ... will drinking green tea helps to reduce weight ??",rujuta,positive,2,3
Senate Gridlock Explained in One Chart : http://t.co/71OfvykT,Senate,neutral,0,1
I just ousted Borislav A . as the mayor of Park Hotel Plovdiv on @foursquare ! http://t.co/t9dLqLJN,Borislav A,neutral,3,5
I just ousted Borislav A . as the mayor of Park Hotel Plovdiv on @foursquare ! http://t.co/t9dLqLJN,Plovdiv,neutral,12,13
How Pinterest â?? s Female Audience Is Changing Social Marketing http://t.co/Rp2TuW83 via @mashable,Pinterest,neutral,1,2
My nails ended up more 'USC' looking than I had intended . http://t.co/PEzXbPDD,'USC',neutral,5,6
@JeffreyMHebb I will Jeffrey and you too ! I put more faith in the one doing #goodthings through me than I do just me though ....,Jeffrey,positive,3,4
Film buyers fooled by Sony's 'The Girl with the Dragon Tattoo' DVD joke - Tel .. http://t.co/Y4lm3Qc2 ( via @TelegraphFilm ),Sony's,neutral,4,5
"@KSIOlajidebt Youtube , like all things , has a weakness . To defeat Youtube , you must do it . UNLEASH THE HESKEY !!!!",Youtube,negative,1,2
"@KSIOlajidebt Youtube , like all things , has a weakness . To defeat Youtube , you must do it . UNLEASH THE HESKEY !!!!",Youtube,negative,13,14
"A new MIT center for mobile learning , with support from Google http://t.co/aKsqew1U",MIT,neutral,2,3
"A new MIT center for mobile learning , with support from Google http://t.co/aKsqew1U",Google,neutral,11,12
"Welcome to our New Member of the Day , John Polk from Texas who joined our Gold Level .",John Polk,positive,9,11
Grand Ayatollah Sistani declares that the people of Iran have a right to demonstrate against Government - #SoG #Iranelection,Grand,neutral,0,1
Grand Ayatollah Sistani declares that the people of Iran have a right to demonstrate against Government - #SoG #Iranelection,Ayatollah Sistani,neutral,1,3
Grand Ayatollah Sistani declares that the people of Iran have a right to demonstrate against Government - #SoG #Iranelection,Government,neutral,15,16
"Minister of Youth & Sports of Moldova speaks in Moldavian , I don't unerstand anything .",Minister,neutral,0,1
"Minister of Youth & Sports of Moldova speaks in Moldavian , I don't unerstand anything .",Youth & Sports of Moldova,negative,2,7
"When Allah had finished His creation , he wrote over his Throne : 'My Mercy preceded My Anger.' - Bukhari",Allah,positive,1,2
New blog post : Giants - Part 4 - Medical Remedies - RIP Sandy Allen : http://tinyurl.com/2fat8l5 Go now !,Giants,neutral,4,5
New blog post : Giants - Part 4 - Medical Remedies - RIP Sandy Allen : http://tinyurl.com/2fat8l5 Go now !,Sandy Allen,negative,13,15
@OmarDeMoya Thank you very much for the mention . I appreciate it : - http://t.co/nHKHfjz,@OmarDeMoya,positive,0,1
Apple's 'Education Announcement' Scheduled for January 19 in New York City http://t.co/20dB2DAe,Apple's,neutral,0,1
â?? The Wizardry of Leadership â?? : Laghari â?? s 7-point formula for youth leadership http://t.co/699Tbv4s via @etribune,Laghari,neutral,7,8
what's the difference between Starbucks Verdun and Starbucks Achrafieh ? #Beirut #Lebanon,Starbucks,neutral,4,5
what's the difference between Starbucks Verdun and Starbucks Achrafieh ? #Beirut #Lebanon,Starbucks,neutral,7,8
Just connected the Guidepal Travel Guide app with Twitter so you can follow the trip !,Twitter,positive,8,9
I just ousted Aaron B . as the mayor of Protein One on @foursquare ! http://t.co/kpMFW5Nu,Aaron B,neutral,3,5
SHIVA ROSE in fashion photo shoot . She plays Layla in the film David & Layla . http://t.co/H4kLzJ5x,SHIVA ROSE,neutral,0,2
SHIVA ROSE in fashion photo shoot . She plays Layla in the film David & Layla . http://t.co/H4kLzJ5x,Layla,positive,9,10
Manny Pacquiao vs Antonio Margarito [ Full Fight ] @vodpod http://t.co/RfJZcxz,Manny Pacquiao,neutral,0,2
Manny Pacquiao vs Antonio Margarito [ Full Fight ] @vodpod http://t.co/RfJZcxz,Antonio Margarito,neutral,3,5
Manny Pacquiao vs Antonio Margarito [ Full Fight ] @vodpod http://t.co/RfJZcxz,@vodpod,neutral,9,10
Unspoken rules govern cell phone etiquette - Calgary Herald http://tinyurl.com/244kzzq,Calgary Herald,neutral,7,9
I favorited a @YouTube video http://t.co/GphxOTmI John Rzeznik - I'm Still Here ( Jim's Theme ),John Rzeznik,positive,6,8
Report on Facebook statistics in the MENA region http://bit.ly/hFnQaI #fb,Facebook,neutral,2,3
"Ad Agency BBH Moves Into Social Gaming , Looking For Developer Partners Who Like Lollipops http://t.co/Olc7MuC8 #tech",BBH,neutral,2,3
Are safelists going same way as FFA did ?,FFA,neutral,6,7
@danawhite Great q & a session yesterday . Thanks for that Dana .,Dana,positive,11,12
Energy efficiency most effective to tackle climate change ( TotalAction ): Energy efficiency topped the rankings a ... http://t.co/r7MqZeVe,TotalAction,neutral,9,10
Sexy Adriana Lima is back on Runways with Victoria's Secret $ 2 million Bra .. :,Adriana Lima,positive,1,3
Sexy Adriana Lima is back on Runways with Victoria's Secret $ 2 million Bra .. :,Victoria's Secret,neutral,8,10
"Finding Oregon â?? s Common Threa d: by Susan Bragdon published in Sustainable Business Oregon ( June 3 , 2010 ) People of ... http://bit.ly/bPPceF",Susan Bragdon,neutral,8,10
How Your Small Business Can Rack Up Energy Savings Like IBM http://cli.gs/s5N0P,IBM,positive,10,11
The boat trip !!!! Free caipirinha ... See the picture and come to enjoy with us !!! http://tweetphoto.com/22170081,caipirinha,neutral,5,6
I liked a @YouTube video http://t.co/sgZlLBNq Fashion Friday : DIY Knuckle Clutch- Alexander McQueen Inspired,Alexander McQueen,positive,12,14
Attorney says woman accused of conspiring to bilk actor ... - Canada East http://tinyurl.com/26re4hs,Canada East,neutral,11,13
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,philadelphia eagles,negative,0,2
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,Kevin Kolb,negative,2,4
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,Andy Reid,neutral,8,10
Will 30 % CO2 Cuts Mean Deindustrialization or Green Growth ? : TreeHugger http://t.co/8S5Imvw via @TreeHugger,TreeHugger,neutral,12,13
@meko2301 dont ask why meko .... kick ass is boss prime work .... and they talk the same way ... Bo ss: how many u kicked today .,meko,neutral,4,5
Yahoo News ! : Conservative publisher Breitbart dies in LA at 43 ( A P): AP - Conservative media publish ... http://t.co/coGYuKWf #Books,Yahoo News,neutral,0,2
Yahoo News ! : Conservative publisher Breitbart dies in LA at 43 ( A P): AP - Conservative media publish ... http://t.co/coGYuKWf #Books,Breitbart,neutral,6,7
Yahoo News ! : Conservative publisher Breitbart dies in LA at 43 ( A P): AP - Conservative media publish ... http://t.co/coGYuKWf #Books,AP,neutral,15,16
Tesco information on Britain's largest supermarket discount s: Tesco claims to be 's largest discoun ... http://bit.ly/fkLHXe supermarket,Tesco,neutral,0,1
Tesco information on Britain's largest supermarket discount s: Tesco claims to be 's largest discoun ... http://bit.ly/fkLHXe supermarket,http://bit.ly/fkLHXe,neutral,16,17
BBC News - 'Rapture' : Believers perplexed after prediction fails - http://bbc.in/kds1NS,BBC News,neutral,0,2
@GoogleTV Thank you . It's just amazing . It's time to release a multi-touch screen remote controller which mirror exactly the TV screen .,@GoogleTV,positive,0,1
"terrorist & gt ; & gt ; kddafe , qaeda , jeddahs rain :P they are all in onel list",kddafe,negative,7,8
"terrorist & gt ; & gt ; kddafe , qaeda , jeddahs rain :P they are all in onel list",qaeda,negative,9,10
"terrorist & gt ; & gt ; kddafe , qaeda , jeddahs rain :P they are all in onel list",jeddahs rain,negative,11,13
"I posted 2 photos on Facebook in the album ""Wall Photos"" http://t.co/ycbYyK4w",Facebook,neutral,5,6
I subscribed to AsepxiaFB's channel on YouTube . http://www.youtube.com/user/AsepxiaFB?feature=autoshare,YouTube,neutral,6,7
"@eldarmurtazin Nokia will open a research center at Russia high-technology hub Skolkovo , hopes will compete with California's Silicon Valley",Nokia,neutral,1,2
What are the Payment Options available on SMilDS.com ? -Credit Card ( Visa or Master ) -Online Banking/Transfer -Pay By Others -Pay Later,Visa,neutral,12,13
What are the Payment Options available on SMilDS.com ? -Credit Card ( Visa or Master ) -Online Banking/Transfer -Pay By Others -Pay Later,Master,neutral,14,15
Take a look at this video -- Christian accepts Islam after challenging Zakir Naik http://t.co/8AVHQ1n via @youtube,Christian,neutral,7,8
Take a look at this video -- Christian accepts Islam after challenging Zakir Naik http://t.co/8AVHQ1n via @youtube,Zakir Naik,neutral,12,14
Cmon Erra ! You know you are strong . So please stay strong ! ð??ª :'),Erra,positive,1,2
Sharp looks to take on iPad with 'unique' new 'Galapagos' tablet [ Tablets News ] ~ iPadOS Blog http://icio.us/joki0g,Sharp,neutral,0,1
Sharp looks to take on iPad with 'unique' new 'Galapagos' tablet [ Tablets News ] ~ iPadOS Blog http://icio.us/joki0g,Tablets News,neutral,12,14
"Indira is looking for some new friends , you might want to send her a request . Here is what she says about herself : ... http://fb.me/CbrMvfMs",Indira,neutral,0,1
Just completed a 10.61 km run with @runkeeper . Check it out ! http://t.co/Ld67tkmL #RunKeeper,@runkeeper,neutral,7,8
I just used #Shazam to discover Elastic by Technicolour . http://t.co/TyEqGRnx,Technicolour,positive,8,9
"musst du dir ansehen ! -- Names of Six Murdered by Iraqi Forces in Defenseless Camp Ashraf , Friday ... http://t.co/lB3xUB0 via @youtube",Iraqi Forces,negative,11,13
Escuchan do: Lonely Avenue by Stephen Marley #nowplaying #tunesday http://t.co/9eWtw2M0 vÃ?Â­a @grooveshark,Stephen Marley,neutral,5,7
Mark Thomason's comment on Four Fiscal Phonies via @nytimes http://t.co/5UNhfxaF,Mark Thomason's,neutral,0,2
Get in the spotlight like Wills and Kate with an intro video on your site ! http://VideoSoundandPhoto.com. 10 % discount till 2nd May !,Wills,positive,5,6
Get in the spotlight like Wills and Kate with an intro video on your site ! http://VideoSoundandPhoto.com. 10 % discount till 2nd May !,Kate,neutral,7,8
"It can be knowledge , it can be wealth . We all crave for something . I'm craving for a fat-less KFC 2 piece meal .",KFC,positive,21,22
"This Sunday and every Sunday , KARAOKE night at Rao's with Josiane El Zir followed by a LIVE performance from our ... http://t.co/Kzq0iE5P",Josiane El Zir,neutral,11,14
"Rampaged Reality , Biggs Darklighter may have perished during the ... : http://rampagedreality.com/post/5419787419/thebiggs",Biggs Darklighter,neutral,3,5
"Facebook Slammed by Massive Porn Attack - Graphic , violent images flood news feeds http://t.co/0rRwOQzk via @newser Ouch !",Facebook,negative,0,1
Top Searches of 2011 Revealed in Annual Google Zeitgeist : It â?? s that time of year when every SEO Consultant keeps ... http://t.co/VZsZpqw0,Google,neutral,7,8
"Congratulations to Arsenal fans . @13Szczesny13 @aaronjramsey @Arsenal @JackWilshere @JohanDjourou @Sagnaofficial @SandiGooner , thanks 4 all",Arsenal,neutral,2,3
PageRage Create your own Facebook layout @ http://www.pagerage.com,Facebook,neutral,4,5
Playing At Forex International Currency Exchange | Free Grants Tips http://bit.ly/9QUs3m,Forex International Currency Exchange,neutral,2,6
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Alain Renaud,neutral,0,2
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,HSBC global,neutral,3,5
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Reuters,neutral,12,13
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Alain Renaud,neutral,15,17
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Andrew Bell,neutral,19,21
"I just unlocked the ""Bender"" badge on @foursquare ! http://t.co/h6Y6SJy2","""Bender""",neutral,4,5
iPad Giveaway : get all @themify WordPress themes for just $ 69 . Contest detail s: http://t.co/K6uUSHIY,WordPress,positive,6,7
Is Prince William and Kate Middletons wedding going to be televised in the US ? Kate Middleton http://bit.ly/geyGfq .,Prince William,neutral,1,3
Is Prince William and Kate Middletons wedding going to be televised in the US ? Kate Middleton http://bit.ly/geyGfq .,Kate Middletons,positive,4,6
Is Prince William and Kate Middletons wedding going to be televised in the US ? Kate Middleton http://bit.ly/geyGfq .,Kate Middleton,neutral,15,17
"FYI , IPN produces , publishes , and promotes Web Broadcasts for clients , ie - radio or video style shows that get the message to the masses .",IPN,neutral,2,3
Precise #News - DHS finalizing plan for exit system : WASHINGTON ( AP ) -- The Department of Homeland Security ... http://t.co/MoArBkgg,DHS,neutral,3,4
Precise #News - DHS finalizing plan for exit system : WASHINGTON ( AP ) -- The Department of Homeland Security ... http://t.co/MoArBkgg,AP,neutral,12,13
Precise #News - DHS finalizing plan for exit system : WASHINGTON ( AP ) -- The Department of Homeland Security ... http://t.co/MoArBkgg,The Department of Homeland Security,neutral,15,20
derrick rose : O http://bit.ly/eaM2rS Rose drops career-high 42 on Spurs,derrick rose,neutral,0,2
derrick rose : O http://bit.ly/eaM2rS Rose drops career-high 42 on Spurs,Rose,neutral,5,6
addiction ! Check this video out -- Ella Fitzgerald & Louis Armstrong - They Can't Take That Away From Me http://t.co/rlaNUT4U via @youtube,Ella Fitzgerald,positive,7,9
addiction ! Check this video out -- Ella Fitzgerald & Louis Armstrong - They Can't Take That Away From Me http://t.co/rlaNUT4U via @youtube,Louis Armstrong,positive,10,12
Casting my vote to bring @Yobongo to Al Farwaniyah . Join me and vote too ! http://t.co/h3vEk1R,Al Farwaniyah,positive,7,9
Reception dashobaords receiving a warm reception at Sustainability Live !,Sustainability Live,neutral,7,9
about the elections in Russian Federation 2012 http://t.co/EZllvqAk,Russian Federation,neutral,4,6
"@JGKamm Welcome Justin , thanks for visiting our twitter . We share passion for privaty equity and sports business . #sportbiz",Justin,positive,2,3
"@JGKamm Welcome Justin , thanks for visiting our twitter . We share passion for privaty equity and sports business . #sportbiz",twitter,neutral,8,9
former gannett/the town talk propagandist tom bonnette joins la republican propaganda and warmongering site the hayride http://t.co/uML4Jxxh,gannett/the town,negative,1,3
former gannett/the town talk propagandist tom bonnette joins la republican propaganda and warmongering site the hayride http://t.co/uML4Jxxh,tom bonnette,negative,5,7
former gannett/the town talk propagandist tom bonnette joins la republican propaganda and warmongering site the hayride http://t.co/uML4Jxxh,the hayride,neutral,14,16
All the world's a stage and most of us are desperately unrehearsed . - Sean O'Casey #quote #AU22,Sean O'Casey,positive,14,16
This is a nice and simple ikea hack . http://bit.ly/9MlRRY,ikea,positive,6,7
Twitter Surrenders One User â?? s Data to Police Investigation : Three months after being subpoenaed by a Boston d ... http://t.co/Kow1tpZR,Twitter,neutral,0,1
I subscribed to DrakeVEVO's channel on YouTube . http://t.co/gUBsw38s,DrakeVEVO's channel,positive,3,5
I subscribed to DrakeVEVO's channel on YouTube . http://t.co/gUBsw38s,YouTube,neutral,6,7
"So I tell you , whatever you ask for in prayer , believe that you have received it , and it will be yours . - Mark 11 : 24",Mark,neutral,26,27
AIESEC Alumni Hall of Fame - Thank you ! http://t.co/qy8mGvzO,AIESEC,neutral,0,1
Check out this facebook page ! http://t.co/a5D54bV via @AddThis,facebook,neutral,3,4
@KimKardashian I want some of Rob's socks lol,Rob's,negative,5,6
Please @TimTebow beat the fucking steelers !!,steelers,negative,5,6
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Colts,neutral,0,1
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Saint s:,positive,6,8
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Colts,neutral,8,9
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Tony Joyner,neutral,10,12
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Manning,neutral,16,17
"New York Time s: Natural Gas Drilling , in the Spotlight http://ow.ly/48ZT8",New York Time s:,neutral,0,4
"@workingmomin20s Thank you too ! You can also ""like"" us on Facebook for best cruising deals ! http://t.co/gTYKEMaj",@workingmomin20s,positive,0,1
"@workingmomin20s Thank you too ! You can also ""like"" us on Facebook for best cruising deals ! http://t.co/gTYKEMaj",Facebook,positive,11,12
"You try , you fail , you try , you fail . But the real failure is when you stop trying ! -Walt Disney #quotes",-Walt Disney,neutral,22,24
"Today is ""The Day The Music Died"" ! Feb 3 , 1959 , Buddy Holly , Ritchie Valens & ""The Big Bopper"" died in a plane crash outside Clear Lake , Ia .",Buddy Holly,neutral,13,15
"Today is ""The Day The Music Died"" ! Feb 3 , 1959 , Buddy Holly , Ritchie Valens & ""The Big Bopper"" died in a plane crash outside Clear Lake , Ia .",Ritchie Valens,neutral,16,18
"Today is ""The Day The Music Died"" ! Feb 3 , 1959 , Buddy Holly , Ritchie Valens & ""The Big Bopper"" died in a plane crash outside Clear Lake , Ia .","""The Big Bopper""",negative,19,22
I just built 2 square feet of shelter via Chrome for a Cause . Browsing with Chrome to support a good cause :: http://t.co/2hJi2ZJ,Chrome for a Cause,positive,9,13
Cristine Reyes speaks out that she did not lie : http://wp.me/pMHbf-G3,Cristine Reyes,neutral,0,2
"Quote of the day - Senator Patrick Leahy : ""You get fifteen democrats in a room , and you get twent ... http://t.co/yXU2ApD6 #quote #travel",Patrick Leahy,neutral,6,8
Webinar : Business WordPress Website in 1 Hour . Watch as we build a professional WordPress website for a real business . http://t.co/jEclWbos,Business WordPress,positive,2,4
Webinar : Business WordPress Website in 1 Hour . Watch as we build a professional WordPress website for a real business . http://t.co/jEclWbos,WordPress,neutral,15,16
Toshiba Computers Notebooks & Laptops At Low Prices - Electronics : Computing : http://bit.ly/cyq3B0,Toshiba,neutral,0,1
Looking forward to the Snooker Shootout this weekend ... I wonder how Power Snooker champ Martin Gould will fair against Peter Ebdon ?,Martin Gould,neutral,15,17
Looking forward to the Snooker Shootout this weekend ... I wonder how Power Snooker champ Martin Gould will fair against Peter Ebdon ?,Peter Ebdon,neutral,20,22
@amr_gohary I think they'll get it ! Libya'll paying the NATO bills !,NATO,neutral,10,11
:( 7 puppies have died after flying in the cargo hold of an American Airlines jet #news http://is.gd/e3B3T,American Airlines,negative,13,15
Karzai strongly condemned the assassination of Kandahar's hajj & auqaf director by unknown gunmen . http://t.co/Xpf8bzo,Karzai,neutral,0,1
Karzai strongly condemned the assassination of Kandahar's hajj & auqaf director by unknown gunmen . http://t.co/Xpf8bzo,Kandahar's hajj & auqaf director,positive,6,11
AU bullpen Falters In 9-8 Loss At No . 2 Arizona State today . BUT WAR EAGLE ANYWAY !,AU,positive,0,1
AU bullpen Falters In 9-8 Loss At No . 2 Arizona State today . BUT WAR EAGLE ANYWAY !,Arizona State,neutral,10,12
It's such joy to see my friends getting married one by one . Congrats LN and jacklyn .,LN,positive,14,15
It's such joy to see my friends getting married one by one . Congrats LN and jacklyn .,jacklyn,positive,16,17
Q : What is ( or was ) your family's favorite Nickelodeon show ? Check out Nickelodeons virtual Nick Toy Machine ... http://t.co/6Zm9pC6h,Nickelodeon,neutral,11,12
Q : What is ( or was ) your family's favorite Nickelodeon show ? Check out Nickelodeons virtual Nick Toy Machine ... http://t.co/6Zm9pC6h,Nickelodeons,neutral,16,17
"[ Doc ] Information Society Indicator ( ISI ) - Status of Information Technology in Latin America , EU and US http://t.co/0nszudJY @jclemus",EU,neutral,18,19
@surrusty that would have changed if I said yes to the movie ? You and your Bacardi coke . So predictable .,Bacardi,negative,16,17
"â?? If you don't see yourself as a winner , then you cannot perform as a winner . â?? - Zig Ziglar . Plz RT #quote",Zig Ziglar,neutral,20,22
Re/Max CEO : Change with the #real estate market - http://newzfor.me/0/402c,Re/Max CEO,neutral,0,2
"I just finished a 0.00 km run with a pace of 0'00""/km and a time of 20 : 18 with Nike+ GPS . #nikeplus",Nike+,neutral,20,21
The designers of Star Creation will have their own booth at Blueprint to show their creations to international buyers #AFXcon,Star Creation,neutral,3,5
@A7mdAlmahri did I read it Ahmed ?,Ahmed,neutral,5,6
@democracynow @sharifkouddous thanks democracynow and sharif for a great coverage of our revolution.keep up the great job,democracynow,positive,3,4
@democracynow @sharifkouddous thanks democracynow and sharif for a great coverage of our revolution.keep up the great job,sharif,positive,5,6
Forgiveness is an act of self-love . - don Miguel Ruiz http://ow.ly/3vHSe,don Miguel Ruiz,neutral,8,11
"Did It Suck Review ... The Town , Ben Affleck --&gt ; http://ow.ly/2JHg2 ... Meet Your Critics updated . Meet Andy Hughes --&gt ; http://ow.ly/2JHg3",Ben Affleck,neutral,8,10
"Did It Suck Review ... The Town , Ben Affleck --&gt ; http://ow.ly/2JHg2 ... Meet Your Critics updated . Meet Andy Hughes --&gt ; http://ow.ly/2JHg3",Andy Hughes,neutral,20,22
EU Elects Van Rompuy for Second Term as European Council Chief | Fox Business http://t.co/tbdRiRNm via @foxbusiness,Van Rompuy,neutral,2,4
EU Elects Van Rompuy for Second Term as European Council Chief | Fox Business http://t.co/tbdRiRNm via @foxbusiness,European Council,neutral,8,10
EU Elects Van Rompuy for Second Term as European Council Chief | Fox Business http://t.co/tbdRiRNm via @foxbusiness,Fox,neutral,12,13
Still Suicide Shopping to Ben Bernanke â?? s Last Dance http://t.co/gisAsqWc,Ben Bernanke,neutral,4,6
"Mel Gibson : ""Good Lord ! Hollywood Suddenly Hot for the Bible ( Analysis ) "" /via @myspace http://t.co/gewNWLA0",Mel Gibson,neutral,0,2
The Chinese Government may be on to something . People may stop complaining about sanitation if landfills and junk ... http://bit.ly/bMartC,Chinese Government,positive,1,3
"I wont let these dream killers kill my self esteem , I use my arrogance as a steam to power my dreams - Kanye West http://tinyurl.com/yz3qs6c",Kanye West,positive,23,25
"Greece , Portugal , Ireland Government Bonds Fall ; ECB May Signal Rate Path - Bloomberg http://t.co/Q6YXlPt via @BloombergNow",ECB,neutral,9,10
"Greece , Portugal , Ireland Government Bonds Fall ; ECB May Signal Rate Path - Bloomberg http://t.co/Q6YXlPt via @BloombergNow",Bloomberg,neutral,15,16
"CDC : U.S . Death Rate Falls , Alzheimer's Hits Harder : Life expectancy for people ages 65 and older didn't get any ... http://t.co/hx9e1Eif",CDC,neutral,0,1
Whole Foods Location s: http://t.co/kWNkO9ce via @AddThis,Whole Foods,neutral,0,2
Photo : More tasting ( Taken with instagram ) http://t.co/OAWiSuGL,instagram,neutral,7,8
Tips for Article Submission Succe ss: Article by calismith Many internet marketers have heard about the traffic t ... http://t.co/EwCMvSC3,calismith,neutral,8,9
CRAZY Forex Trade - 950 % Growth in 2 WEEKS ! One Month Later Follow Up http://aweber.com/b/uSRQ,Forex,positive,1,2
Why is it that when I open utube on mobile I always get the same kids video ??,utube,negative,7,8
Accurate Tiger beer print a ds: 4 uncles in a kopitiam with a bucket of Tiger on the table . Caption : Here's to a pot belly .,Tiger,neutral,1,2
Accurate Tiger beer print a ds: 4 uncles in a kopitiam with a bucket of Tiger on the table . Caption : Here's to a pot belly .,Tiger,neutral,15,16
Confirmation of charges hearing in the case of The Prosecutor v . Laurent Koudou Gbagbo scheduled to start on 18 June 2012,The Prosecutor,neutral,8,10
Confirmation of charges hearing in the case of The Prosecutor v . Laurent Koudou Gbagbo scheduled to start on 18 June 2012,Laurent Koudou Gbagbo,neutral,12,15
Jennifer Hudson Contemplates Shaving Her Head After Amazing Weight Loss ... http : //p.gs/0ovii,Jennifer Hudson,neutral,0,2
"OLOMI is having a WAKE & BAKE PARTY"" ... again , COMING SOON .... http://bit.ly/blxm8 ....",OLOMI,neutral,0,1
"@beautyfirst_NE Glad to be connected , Rhonda ! Hope you have a wonderful day !",Rhonda,positive,6,7
"My 87y.o . Grandma asked me what I do for wrk now , found myself doing crash course in mobile gaming & introducing her to Cut The Rope/OmNom )",Grandma,neutral,3,4
"Ok God , I got it ...",God,neutral,1,2
I posted a new photo to Facebook http://t.co/JXZF8BKf,Facebook,neutral,6,7
Japan braces for political gridlock after ruling party loss - Deseret News http://tinyurl.com/28rs45o,Deseret News,neutral,10,12
New @TechCrunch : Plangrid Builds A New Market For The iPa d: The Construction Industry http://t.co/z2UVjNb9,Plangrid,neutral,3,4
A lot about gender & parenting RT @rahalmaya : The most shared articles of 2011 on Facebook were â?¦ http://t.co/Dd8qVTbh via @TNWfacebook,Facebook,neutral,16,17
can anyone paste me the link to a stable stream for the Manu vs Liverpool match ?,Manu,neutral,12,13
$ EURUSD Chart s: Posted by shneed in the Options forum :,shneed,neutral,6,7
"CIA used 'illegal , inaccurate code to target kill drones' -- http://ow.ly/2JE3c",CIA,negative,0,1
"Devices to Keep Track of Calories , Lost or Gained , By Roy Furchgott - http://t.co/G0mMhaif http://t.co/1cs92VFm",Roy Furchgott,neutral,12,14
"Sogurt @ BT will be closed from 8-9.30pm today as we are treating all our wonderful Sogirls to dinner , as a reward for their hard work :)",BT,neutral,2,3
played the song 'Savin' Me' by NICKELBACK on @myspace http://t.co/046Sj5ky,NICKELBACK,neutral,6,7
played a song Edge To Life by Recoil on Myspace http://lnk.ms/LPRF2,Recoil,neutral,7,8
try sleeping with a broken heart ( alicia keys ),alicia keys,neutral,7,9
"Virender Sehwag completes 8000 Test runs , Update d: December 27 , 2011 08 : 34 IST Melbourne : India's flamboyant ... http://t.co/2r7cw3At",Virender Sehwag,neutral,0,2
"For Friday's protest Tahrir Sq -- download MC Yogi's ""Be the Change"" on Elephant Power DVD",MC Yogi's,neutral,7,9
