text,target,label
"@pep3ng @standupindo_ $T$ bapake dono lek ketemu ibune afif , paling cocok iku . podo 2 gaul . podo 2 lucu . :) )",sby,1
""" @islammuhammadi : pejabat iran : ekstrimis $T$ melayani keperntingan israel dan barat http://t.co/vPyo9mIhbF """,isis,0
"diserang di utara , $T$ berpaling ke kota di irak barat ini : para petempur $T$ memperluas wilayah kekuasaann ... https://t.co/C6HtG8mxzm",isis,-1
$T$ fi sabilillah .. http://t.co/HIhP9HydKn,mujahidin,0
akakaka ngakak suwer rt @notaslimboy : geli sendiri ngebayangin kalau suatu saat album $T$ dijual di kfc .,sby,0
"di twitter jokowi menang . tapi banyak org di warkop malah dukung $T$ . alasannya absurd banget "" biar ga ada yg demo demo , culikin aje "" .",prabowo,-1
fiqh $T$ ( 1 set ) ( jilid 1 dan 2 ) karya ulama ' ummah kotemporari yang terbaru syeikh dr yusuf al-qaradhawi ... https://t.co/TSLrgiZOYe,jihad,0
"lucuuu rt @diegoyanuar : morniing ! foto sama $T$ tuh ? "" @larasgusti : good morning diegoyanuar http :/ / instagr.am/p/jvwarylkhf/ """,jokowi,1
"41 . $T$ sebagai solusi harus dijadikan sebagai agenda pokok kaum muslim dalam membebaskan palestina , sekalipun akan menjadikan ribuan muslim syahid di dalamnya . inilah solusi tuntas secara syariat . #sambutramadhan #htidihati #khilafahsavepalestine",jihad,0
"intel zionis ditangkap di libia , bahkan sampai jadi imam masjid , bergabung dgn $T$ dan menghasut warga utk angkat senjata ... * $T$ operasi intel ? https://t.co/AcjfebCAV2",isis,-1
jadi sementara $T$ unggul nih di quick-count ?,jokowi,1
ber $T$ ala tauhid yg penuh dgn kesucian menjadikan kita umat yg bermartabat dan berkepribadian luhur,jihad,1
moment yang pas untuk $T$ membela kalimat tauhid https://t.co/UpHHQsIgv1,berjihad,0
ada akunnya juga xd rt @rendyyusuf : . @xahabatazrax nanti si sutradara sama si $T$ will die bakalan dateng ke nobar #azrax jam 7 malem ge !,cina,0
organisasi ham internasional : perbuatan $T$ adalah barbar dan tidak didasari hati nurani http://t.co/MoF0SNjzQR,isis,1
rt @hidcom : lima masjid dibakar dan 30 tewas dalam konflik di myanmar terbaru http://t.co/3kqMC9MMHv jawab dg $T$ qital fisabilillah,jihad,-1
"rt @lalalandfriends : di album "" stars "" yg rilis di $T$ , hampir semua lagunya ciptaan @lalakarmela ! ! wow .. #bdaylala",filipina,1
$T$ bikin 2 perppu . padahal anak muda jaman sekarang lebih suka nongkrong di mall daripada perppu . ok .,sby,0
"$T$ dibubarin , pasti ada $T$ yang terluka",hti,0
huahaha .. tiap taun pasti selalu bikin klarifikasi yee .. rt @widianggraeni : saya $T$ . asli .,pribumi,1
"kalo $T$ menang , berarti banyaknya partai yang berkoalisi belum tebtu mewakili suara rakyat",jokowi,-1
"sekali lagi , ttp waspada / hati 2 u / tagar #salingfollow . jangan sampai niat baik , berbuah pahit . krn saya prediksi , nanti ada berita dari melekpolitik , seword , atau sejenisnya , berjudul : "" akun bertagar #2019gantipresiden ternyata rata 2 memfollow dan likes akun porno dan akun $T$ """,isis,1
$T$ main bolanya pakai karate ya ? :p,filipina,-1
haka ake $T$ ? sare bishiyoyi don takura wa mazauna gari ? allah kyauta ! allah shirya isis ! https://t.co/1Nl06bGaSx,jihadi,0
"@lolitadesy @standupindo_ $T$ belom .. bener 2 baru ,",sby,0
"tadi ketemu ko "" @metro_tv : $T$ ajak zuckerberg blusukan ke pasar tanah abang http :/ / metrotvn.ws/f304198 """,jokowi,0
"bagaimana kalian menyangkal keterlibatan $T$ di mako brimob ? sementara ada baiat dan fakta bahwa napi yg mati itu anggota jad riau ? tahukah kalian , jad itu berbaiat kpd abu bakar al baghdadi khalifahnya $T$ ?",isis,0
headline - $T$ hancurkan makam nabi yunus http://t.co/CtMVprgGgB,isis,-1
"jangan menunggu semakin banyak anak 2 $T$ yg mengalami kejahatan ini , baru kita sadar bahwa hukumannya perlu dipertegas #jagaperempuan",indonesia,1
@wahhabicc_jabar kerja lo cuma retweet aja ... cuma.gitu jualan lo jualan wahabi $T$ ... bla bla blaaa bumbunya khilafah halah lagu lama gaya syiah dg pki,isis,-1
#pacaratau $T$ morse sih ? susah di mengerti @standupindo_sby,sandi,-1
nanti malam di garuda $T$ stage ( hall b1 ) jiexpo . see you there pic.twitter.com/wsfjrlu0ku,indonesia,1
"sumpah pemuda masa kini : helowww kami putra putri $T$ , bahasa $T$ ga cuma satu kelesss ~ ~ ~",indonesia,1
malam ini $T$ sama prabowo pasti lagi deg degkan .,jokowi,0
""" bukaan 8 "" masih tayang di bioskop-bioskop di seluruh $T$ #bukaan8 #sudahbrojol #merebutrestu pic.twitter.com/kmnd59rbqk",indonesia,0
"$T$ dan khilafah itu adalah faham radikal yang menjadi musuh negara indonesia ( penguasa ) jadi faham kan , ... https://t.co/gcFB491P7m",jihad,0
"selamat ulang tahun pak @ $T$ , sehat terus ya pak",jokowi,1
inilah alasan $T$ memperbudak perempuan - http://t.co/JZCIXkMOnz http://t.co/mjMF7SNHLs . jelas bahwa $T$ adalah iblis yg berkedok islam,isis,-1
"mari dukung fpi , hti , dan mui $T$ di negara yang tak rukun dan rusak ini . "" jika belum bisa menjadi singa ... https://t.co/lE2CxcpUfm",berjihad,-1
"innalillah , # $T$ bunuh 100 anggotanya karena dianggap membelot dan murtad http://t.co/5NasOo3RDF",isis,-1
"62.lagi - lagi , upaya pengaitan khilafah sebagai sistem politik yang barbar , kejam dan seringkali menumpahkan darah dengan mengangkat $T$ sebagai representasi khilafah , pasti akan mengalami kegagalan . #allahbersamahti #khilafahselamatkanindonesia #antikhilafahantiislam",isis,-1
$T$ yaman umumkan pemimpin baru http://bit.ly/c5o20x,al qaeda,0
selamat tahun baru $T$ :) rt @robby_94 : pengen dpt lg ucapan happy chinese new year dr @ardanradio @nindysings http://myloc.me/3OlMf,cina,1
3 ) atas dasar ini penuntut ilmu berhak memperoleh pahala org yg $T$ dimedan perang . #yukngaji,berjihad,0
""" selfie "" dengan "" teroris $T$ "" ? : foto senator john mccain bersama pemimpin $T$ jadi pemberitaan ... http://t.co/rMIIbixHIA",isis,-1
kajan rutin masjid $T$ uny : bersama ust sholihun | kajian syarah riyadhus shalihin | setiap senin | magrib - isya,mujahidin,0
"mknya banyak $T$ yg pergi ke suriah ( syam ) mreka ingin mati sahid , karna syam ( suriah ) nnt adalah benteng umat islam terakhir .",mujahid,1
$T$ di afrika klaim bunuh 2 mata-mata prancis : $T$ di afrika utara mengklaim menewaskan dua pria yan ... https://t.co/XIEccU9iI3,al-qaeda,-1
#iadi pasukan irak serang wilayah $T$ di selatan mosul https://t.co/jFmJaWARSO https://t.co/wQrLC4HOfS,isis,1
doli_sandra 78 : santpat 94 : bintang_fajar 78 : elangtsani_jaya : andi_mardika 90 : jamuan utk $T$ ciamis utk #ikut212 #umatbersatu mohon janga ® π,mujahid,1
"ikhwahfillah , kunjungilah stand $T$ fm di acara "" pameran ekonomi kreatif pontianak 2016 "" dari tanggal 22 - 25 september 2016 di pcc . https://t.co/Gro9NqLron",mujahidin,1
muncul lagi kelompok takfiri dengan anggota para komandan $T$ : islam times - bahkan ratusan anggota khora ... https://t.co/ZbpTFm0cKE,al-qaeda,1
"berarti besok ... haha rt @qeeedyka : hahahaha bener co rt @ficocacola : rukun $T$ ada 5 , puasa udah 5 . berarti udah dong ya ?",islam,1
""" sesungguhnya orang-orang yang beriman dan berhijrah serta $T$ dengan harta dan jiwanya pada jalan allah ... "" al anfaal : 72 ..",berjihad,1
"gue sering banget disangka orang $T$ , emang sipit banget ya mata gue ? - _ -",cina,0
""" @budimandjatmiko : teman 2nya @hure_nih ? "" @mangwai : $T$ jual minyak k usa ? harga minyak jatuh ? sehari pendapatan $T$ trilyunan ? "" loh usa ... ? .",isis,-1
"® π $T$ yang paling afdhal adalah dengan berkata benar di hadapan pemerintah yang zalim . ® π riwayat at-tirmidzi , abu daud dan an-nasa ® πie """,jihad,0
menunggu waktu nuklir $T$ meledak http://t.co/IRFnsqV7QZ @triomacan2000,al qaeda,-1
rt @jonincindy_ $T$ : aktif kan i-ring @marcellotahitoe ello yang kunanti u / axis : ketik on 0115520 kirim ke 333,sby,1
"ada isu yang membuat gw tersipu : "" $T$ mau nyerbu warga dayak di pulau jawa sbg aksi protes di kal-teng "" fyi , , gw dayak dan gw ganteng :D",fpi,1
csis otak dibalik isu $T$ csis = $T$ csis = penghancur islam ri csis agen china katolik cs kolaborator asing perusak negara,isis,0
semoga allah melindungi independensi @kpk_ri . revisi uu $T$ sungguh mencemaskan . semoga @jokowi setia pada janji pemberantasan korupsi .,kpk,1
"wah , pemuka-pemuka agama yang biasanya kotbah pakai $T$ dan sering kafir-kafirin orang lain mulai pada ngecam teroris nih . cari aman nih ye .",jihad,0
$T$ terbesar muslim adalah menunjukkan islam yg kaffah sebagai agama yg damai sebagaimana rasul saw membuat piagam madinah #faktaagama,jihad,-1
selalu salut sama keamanan gedung putih yg bisa ngejaga cat gedung dari coretan anaknya $T$ .,obama,1
"60.dengan itu publik menjadi takut dan kemudian menolak khilafah . untuk menguatkan monsterisasinya , mereka mengaitkan khilafah dengan $T$ . #allahbersamahti #khilafahselamatkanindonesia #antikhilafahantiislam",isis,-1
"semua partai koalisi pemerintahan sekarang dukung $T$ , kecuali pkb . 10 tahun aja negara kita gini "" aje , mau nambah 5 tahun lagi ?",prabowo,-1
"iya . entar orang yg tdnya suka malah ilfil rw @detikcom : presiden $T$ , jangan dengarkan bisikan mega-paloh http://tinyurl.com/kea5687",jokowi,0
rezim semakin ngawur negara semakin kacau terlalu lama menanti 2019 saya serukan kepada segenap umat islam ayo .. $T$ ... ! jika wasit sudah ikut main bola maka tinggal tunggu penonton turun ke lapangan jika polisi & preman sdh berkolaborasi hanya ada satu solusi ayo revolusi https://t.co/qfV0dRGVaC,jihad,1
yu tetap kita lanjutkan ber $T$ dengan penuh kesucian,jihad,1
pasang bola jalan aja bang rt @notaslimboy : sidang $T$ kalau males nonton bisa lihat livescore aja gak ?,mpr,1
pasukan syam : kemenangan $T$ semakin dekat http://t.co/LlLvFLkGtv,al qaeda,1
"acara akan dilaksanakan pada hari ahad , 5 januari 2014 pukul 10.00 wib di masjid al- $T$ , jln abdullah lubis , medan",jihad,1
"@guzman_sige @yudha_khan @indrajegel goodluck jegel di $T$ , semoga ketemu rios",malaysia,0
"aman dikenal sebagai ideolog & mentor bagi para milisi $T$ asal indonesia @joxzin_jogja , @donywenas , @fadjroel #boikotpendukungteroris",isis,-1
walang tubig rt @ambifauri : @markomikes @lalakarmela air mati apaan ko ? itu bahasa $T$ ya ? :D,filipina,-1
yuk ah temen 2 yg ada waktu luang pada hadir di infaq talaqi hari jumat jam 16.00 di masjid al- $T$ unpad @himaespunpad :),jihad,0
menlu ri kriminalisasi $T$ dengan mengeluarkan larangan $T$ di suriah | banua syariah http://t.co/vuKtxNqNHm lewat @sharethis,jihad,0
berangkat jam setengah 3 sampe sini setengah 6 . karena salah jalan muternya jauh dan macet di bunderan hi ada $T$ rame banget .,fpi,-1
"gmna ni kereta sembrani di tiket dr $T$ 17.50- gambir 4pagi tp berenti 2 mulu , jalan pelan , skrg msh di jatibarang , ga eksekutif payah",sby,-1
"62.lagi - lagi , upaya pengaitan khilafah sebagai sistem politik yang barbar , kejam dan seringkali menumpahkan darah dengan mengangkat $T$ sebagai representasi khilafah , pasti akan mengalami kegagalan . #allahbersamahti #khilafahselamatkanindonesia #antikhilafahantiislam",isis,0
$T$ lancarkan serangan baru di pangkalan uni afrika di mogadishu http://tinyurl.com/ylluor8,al-shabaab,-1
"dipimpin pak $T$ , jakarta jadi apa ya ? jadi dokter , gamungkin jadi pilot , gamungkin palingan jadi kota .",anies,0
"hari prnh melarang syawaluddin utk memasang bendera $T$ di rmh nya , tp syawaluddin mengaku bendera itu adl bendera yg ia cintai #aiman",isis,0
mari sukseskan indonesia bebas islam posted on 13 januari 2014 by yuhana ibn zakharia dasar islam dan $T$ ... http://t.co/5VKxaGMudG,jihad,-1
amanda cerny lagi di $T$ banget . ya allah . geregetan banget ama dia . pengen gigit kuping kiri .,indonesia,0
milisi syiah irak siap bantu pemerintah suriah habisi $T$ https://t.co/x4WlZkQZGF,isis,1
khalifah sultan abdul hamid ii mengancam akan mengerahkan tentara $T$ jika drama itu tidak dibatalkan .,jihad,1
"di $T$ ada chicago , di indonesia juga ada saingannya , cijago .",amerika,0
hari dikeluarkannya resolusi $T$ oleh nu tahun 1945 ini yg diusulkan dijadikan hari santri nasional yg dijanjikan jokowi . mohon doa,jihad,0
"terima kasih yang sebesar 2nya kami ucapkan kepada ikhwahfillah yang sudah berpartisipasi dalam acara "" simulasi siaran bersama $T$ fm "" https://t.co/1PR1zGlPPO",mujahidin,1
kemerdekaan islam memerlukan 2 alat : dakwah & $T$ . sayangnya #instrumen_dakwah kurang mndapat perhatian di kalangan aktifis .,jihad,1
@wdinawan @irfan_beik @ $T$ tp saya ga mau bikin cerita kocak tanpa nilai . insya allah ada banyak kebaikan untuk direnungkan di filmnya,jokowi,1
"$T$ itu indah . $T$ itu cinta . $T$ itu gagah , tp kita sbg ummat sering membuatnya kelihatan buruk . #masgagah #ketikamasgagahpergi",islam,1
"kita sdg $T$ mlwn kebatilan ! hbs solat , baik kita berdoa mdh 2an allah hancurkan kebatilan.addu ' aa ' silahul mu'min . doa senjata mukmin !",berjihad,-1
jaish al islam meletupkan terowong di bahagian al-zien ketika pejuang $T$ menggunakannya untuk menyusup ke barisan hadapan .,isis,-1
"@bene_dion kalau begitu sudah saatnya kamu masuk $T$ , ayo .. belom telat .. enak lho , bisa main petasan #salahfokus",islam,1
"kegalauan mahasiswa tingkat akhir , mengharuskannya bergabung dg $T$ ... wkwkwkwkwk http://t.co/o99fCIKLca",isis,-1
ini dua dunia kok setannya $T$ mulu ya ? kalo gak $T$ setannya pasti kafir . gimana perasaan agama lain kalo nonton ini ya ?,islam,-1
suriah menahan 45 $T$ asal indonesia http://t.co/GLJqnyUCL7,jihadis,-1
""" @cumicola : mengapa kalian gelisah dgn kemenangan $T$ islamic state , dan bergembira dgn kekalahan mrk ? "" @arrahmah .. ? ?",mujahidin,-1
@andy_ist @interwin - kaya orang $T$ . gua ada ga ndy ?,cina,0
"kalau prof dr kh ali haidar , menyatakan kalau fatwa $T$ dan resolusi $T$ itu 2 hal yg berbeda . fatwa $T$ dikeluarkan di tebuireng .",jihad,0
"ini seminar "" sosialisasi empat pilar resolusi $T$ kh hasyim asy'ari "" di pondok tebuireng . kayanya dalam rangka hari santri .. :D",jihad,0
"--> rt @ernestprakasa : cerdas rt @chroniclea3 : $T$ musnahkan miras di makasar , botolnya dibuang ke pantai pic.twitter.com/rjkdmlan0v via @ipulgs",fpi,-1
rt @jackgunktwo : http://bit.ly/avkRrI bukti-bukti kejahatan perang $T$ cs di irak ! disusun oleh guardian . ( pls rt ),amerika,-1
"@wahhabicc_jabar tl lo isinya retweet sekali sekali kasih umpan sodoran , hantam dg data seadanya fitnah kanan kiri teriak teriak wahabi wahabi khilafah , $T$ $T$ halah gaya basi dipake",isis,-1
allahu ® πakbar orasi bunda @nenowarisman5 srikandi $T$ #2019gantipresiden minggu 29 / juli di batam waloupun awalnya ada rintangan tp tdk menyurutkan deklarasi #2019gantipresiden ( 1 ) semoga allah memberi kemudahan & kelancaran .. aamiin https://t.co/6xsqTxzuRm,mujahid,0
ambil $T$ mamak nya dlu baru anak nya rw @memeyrinda manala awak tau bg.hhahaha .,hti,1
artis $T$ yg terkenal dengan pose nutupin rok yg ketiup angin dan dikutuk jadi batu adalah . marilyn kundang .,amerika,-1
"$T$ mengajarkan cinta , bukan kebencian . menyebarkan kabar , bukan paksaan . beberapa org yg menganggap dirinya ahli , cenderung newbie",islam,1
perbedaan diplomasi jn dan $T$ ... https://t.co/PWIwDkbnLC,isis,0
hari ini sampe jam 15.00 di universitas muslim $T$ makassar ada yang jual tiket #jurubicara makassar dengan promo mantap ! pic.twitter.com/1tssopcyxu,indonesia,1
""" @detikcom : polisi telusuri pembuat video anggota $T$ yang tantang panglima tni http://t.co/2kDID5IBrU "" cc @bur_oiwontu",isis,1
"gua pengen $T$ maju , sampe ke jepang . jiyaaahhh",indonesia,1
"berak dicelana itu hal yang wajar . asal jangan berak di celana prajurit $T$ , nanti dihajar",amerika,-1
laki-laki subuh yang menyimpan perjuangannya sebagai bekal hari akhir . $T$ yang merawat nurani dan pikir #novelbaswedan,jihad,0
® πsesungguhnya di dalam surga ada seratus tingkatan yang disediakan allah bagi orang-orang yang $T$ di jalan-nya . ® π ¶ ® bukhari ),berjihad,1
"alah jangan bawa isu $T$ dah . $T$ jelas "" buatan amerika , israel , inggris ko seenak jidat lo bacotnya nyambung ke $T$ mulu . udah mukidi udah pasti kalah jangan bawa "" isu terorist lagi lagu lama tau ga . rakyat pun jg paham ko ga perlu disebut brand lah yaw hahaha https://t.co/6Tjpni5utK",isis,-1
pemuda stress ini diadili gara-gara ancam potong dan hadiahkan kepala pm belanda ke $T$ . https://t.co/odZr1Bh5Pw,isis,-1
"permulaan $T$ bagi seorang wahabi , anda dituduh melakukan bid'ah ( tahlil etc ) > anda telah syirik > anda telah murtad > halal darah anda .",jihad,-1
@koizumiasuka @desiloyuda ekspresinya mas yuda itu ibarat kalimat matematika dengan $T$ morse :) ),sandi,-1
"setelah $T$ muncul & kegiatan ji meredup , jaringan lamongan & kota lain di jawa timur pun sebagian bergabung dengan kelompok teror global tersebut @joxzin_jogja , @donywenas , @fadjroel #boikotpendukungteroris",isis,-1
parasitisme takfiri ( bagian kedua ): belati di leher $T$ - http://t.co/V2YK10llvi,al-qaeda,-1
"hrs atas #bombunuhdiri haram ! "" kalo dia muslim , semoga tak atasnamakan islam . krn $T$ dlm islam ada syarat 2 syar'inya : tak boleh membunuh lansia , wanita , anak 2 dan pemuka agama . tak boleh merusak rumah ibadah dan kebun 2 "" https://t.co/NLyAERykn #terkutuklahkauteroris",jihad,1
panglima militer iran menyebut punya bukti kuat bahwa as mendukung $T$ secara langsung direct support https://t.co/TuYWYKbmYu,isis,-1
campur tangan inggris dan perancis di libya mendorong $T$ tumbuh berkembang https://t.co/38eFJJ5qsb https://t.co/eXVOTHPA3E,isis,0
"kalo pake bm boleh gag tuh dul ? rt @bdulmalesmikir : $T$ dikit lagi juga pake nya "" ri "" ( cont ) http :/ / tl.gd/m4iajf",sby,1
"bom di masjid suriah meledak , $T$ salahkan isis : islam times - kelompok teroris $T$ menyalahkan kelo ... http://t.co/Ni9v2xtYJ8",al-qaeda,-1
25 . ini adalah nasehat bagi dai 2 muda yang menjadikan dakwah sebagai media memperkaya diri dan mengenyampingkan makna # $T$ .,jihad,0
rt @todunglubis : $T$ hrs bertindak tegas memerangi korupsi . tindak semua mafia . jangan buying time . we are running out of time . #geram,kpk,1
"capres dehh ! | itu capek dehh - _ - | sori brow :p rt @detikcom : $T$ masih malu-malu ajukan diri jadi capres 2014 http :/ / de.tk/5dk6b """,wiranto,1
seneng aja .. seneng x timnas $T$ - ___ -,malaysia,1
$T$ vs polri .. tv one vs metro tv ..,kpk,1
"heran .. , $T$ di semenanjung arab minta maaf atas serangan 5 desember yg membunuh 52 korban lebih , apa gunanya klo uda dilakukan dulu ?",al qaeda,-1
mantap nih di cofftoff nanti . denger-denger kedatangan tamu dari jauh juga . merapat ! @kanal_ $T$ @standupindodpk #openmicdpk,kpk,0
items traveling yang selalu saya bawa :) juga dalam perjalanan ke $T$ selatan kali ini . ada yg tahu apa aja ? :) pic.twitter.com/qausqbabeh,amerika,0
nyampe uin . banyak yang pake jilbab . gpp yang penting $T$ ..,islam,1
"pas lawan $T$ , leg 1 & 2 main di gbk , mestinya leg 1 main di $T$ , tapi gak jadi karena katanya stadion disana gak layak",filipina,-1
"rt @hinicherisa : @lalakarmela not sure dr senayan ke $T$ muter atau dr blok m ke $T$ ... pawrah penuhnya .. tp aman kok ga rusuh , macet aja",dpr,0
i added a video to a @youtube playlist https://t.co/viysLuQnmd 3 bekal menuju perjalanan kematian | ust . mas'ud izzul $T$ . lc,mujahid,-1
"kata ahok : "" jakarta lebih baik "" kata $T$ : "" caput draconis """,sandi,0
@mang_atek @ $T$ _do2 @prabowo08 karakter & kecenderungan para pendukung masing 2 jg tampak dari fb / twitter mrk . tanya @awesometrics :),jokowi,1
$T$ nggak termasuk dalam kategori yg sedang dibahas ya ? https://t.co/kBAsfOO5MU,isis,0
situasi perang ( $T$ ) adalah momentum paling akurat u memilah siapa munafiq dan siapa mukmin . perang akan ungkap topeng munafiq scr tuntas .,jihad,1
@987genfm happy birthday genfm ! ! ! gw doain semoga selalu menjadi radio paling heitzzz di $T$ & selalu mendukung musik dalam negeri !,indonesia,1
@ki $T$ makasih kak $T$ :) ),wiranto,1
"semoga . 5 ( lima ) $T$ yg dipulangkan berhati lapang tetap istiqomah , serius berlatih tuk gapai kejayaan . alloh beserta orang 2 mukmin mlht",mujahid,1
"bener .. rt @ernestprakasa : $T$ udah ksatria , tp sebagian pendukungnya masi ksambet .",prabowo,0
rt @detikcom : rencana $T$ ke 4 negara eropa untuk ruu kuhp & kuhap dinilai janggal http :/ / de.tk/erkx,dpr,-1
"$T$ bikin gubernur tandingan . gimana kalo gubernur yg asli bikin $T$ tandingan , kerjaannye ngerusuhin $T$ yg asli",fpi,-1
patut disimak @jonru : panglima $T$ suriah bongkar konspirasi isis dengan iran http://t.co/Q2i18Qs0xK,mujahidin,1
"mari sebarkan > inggris mencabut kewarganegaraan warganya yang ber $T$ di suriah : tahun ini , ... http://t.co/Rz7QVIWIzb | #demokrasimati",jihad,1
tapi dari awal saya tahu dialog dgn lelaki $T$ itu akan menjadi bagian dari novel meski selesai 5 thn kemudian #assalamualaikumbeijing,cina,1
"parah banget ! yg gaji siapa ? rt @detikcom marzuki : cuma elite yg bisa bahas ged baru $T$ , rakyat biasa tak bisa http :/ / de.tk/7vlwx",dpr,-1
"waspada ® π ¶ – oros $T$ sudah tersambung : suriah , marawi sampai indonesia https://t.co/KshSRvMb93",isis,0
64.bahkan publik semakin meyakini karena $T$ tidak pernah memiliki agenda apalagi langkah konkret menyerang israel dan amerika . #allahbersamahti #khilafahselamatkanindonesia #antikhilafahantiislam,isis,1
addinin musulunci ya hana amfani da yara ko mata yin $T$ . wannan halin na nuna tsabar rashin imani da rashin tausayin kungiyar #bokoharam https://t.co/he12kXemhF,jihadi,0
"ketika $T$ klaim bahwa ledakan bom di kampung melayu itu adalah perlakuan mereka , namun segelintir orang di sini ... https://t.co/tEvExqUXGj",isis,1
amalan yang disukai allah : 1 . solat tepat waktu 2 . berbuat baik kepada ibubapa 3 . $T$ di jalan allah,berjihad,1
ideologi $T$ itu ga hanya liat dr perilaku tp pola.pikir nya sdh bs dilihat ... nirempati https://t.co/CDcsqjUIPW,isis,0
"rusia dan sekutunya nyerang suriah dengan bom 2 & rudal 2 sudah hampir sebulan . katanya buat basmi $T$ . lah , $T$ nya malah "" ngebom "" di eropa",isis,-1
gws pakob lau man rt @prabubacin : siap 2 bergadang untuk papah ku trsayang di rs $T$ ..,islam,1
"dan $T$ kita ke itali ? rt @r_djangkaru : mau pingsan krn terharu "" umi , aku punya 300 rupiah , aku ga jadi beli stiker , buat yg gempa di tv aja """,dpr,-1
"syelh ' adil al kalbani : "" pemikiran $T$ dari salafy "" https://t.co/qV9a6dGMae",isis,-1
yang di medan gak bisa nonton :( ---> rw @standupkompastv : jangan lupa juga hari minggu besok jam 8 malam ada #audisisuci3 $T$ dan jkt,sby,-1
"semangat @dzawinur buat final maharaja lawak 2017 di $T$ ! mantep , comic asean !",malaysia,1
beda rt @standuppln : #kaloujan rt @orenlukman : @standuppln priyo budi santoso : wi .. wi .. bengek ajah mao lawan $T$ gw gebuk nyesek tuh d,prabowo,-1
"mau mengingkari sekeras apa pun , nyatanya teroris ada bung . banyak gerakan radikal di indonesia mengidolakan $T$ juga fakta",isis,1
"peran sentralnya jawa timur dalam gerakan $T$ di indonesia pun dapat terlihat dari dipilihnya zainal anshori alias abu fahry sebagai pengganti aman abdurrahman sebagai pimpinan jad indonesia pada 2015 @joxzin_jogja , @donywenas #boikotpendukungteroris",isis,-1
selamat ulang tahun stand up indo . semoga terus melahirkan komika-komika yang bermanfaat untuk $T$ . selalu menghadirkan hiburan dan kebahagiaan untuk sekitar . sukses selalu !,indonesia,1
lol rt @standupindo_pku : namanya jg kw ... ga sebagus yg ori lah .. rt @genrifinadi : ini si woon kw pemain bulutangkis $T$ kok oon amat !,malaysia,0
"#bitoftheyear @firmansinga - "" hp $T$ "" dalam #ikiloomalang",cina,1
saya serukan kepada segenap umat islam ; ( persiapkan diri kalian .. ) ayo ... $T$ ... ! ! ! * hrs * ® π https://t.co/1OibhOvNAX,jihad,0
"#headline 27 khordad , imam khomeini bentuk lembaga $T$ pembangunan : http://t.co/Iv1eviYlFn",jihad,0
sambutan kepala bnpt pada kegiatan dialog pencegahan radikalisme dan $T$ https://t.co/Zqmzwo3bYI @voaindonesia @kompasiana @merdekadotcom,isis,1
cepat atau lambat dunia $T$ akan diminta pertanggung jawaban . stay safe teman-teman . semoga kebaikan selalu menyertai kita semua .,islam,1
kalau lolos #audisisuci2 saya bakal rajin solat jumat meskipun saya $T$ . cc : @standupkompastv,kristen,1
"61. $T$ mereka gambarkan sebagai khilafah dan khilafah adalah $T$ . dengan sepak terjang $T$ yang kontroversial , bengis dan kejam , mereka berharap publik menyimpulkan bahwa itulah khilafah . #allahbersamahti #khilafahselamatkanindonesia #antikhilafahantiislam",isis,0
yaaaahh yang $T$ dipotong :( (,jokowi,0
obama kirim surat kpd pmimpin spiritual iran soal isis . artinya : ( raja kafir dunia krm srt kpd gembong munafiq dunia soal $T$ sunni ),mujahidin,1
"15 . lihat sejarah , indonesia merdeka dengan ruh islam , yang menginspirasi $T$ melawan penjajah #bahayasekulerdikampus",jihad,0
"13 . kemudian mengajarkan al-qur ® πan dan hadits , karena inilah yang kekal dan diterima , dan perkara ini merupakan # $T$ .",jihad,1
obama : kematian ulama radikal al-awlaki pukulan telak bagi $T$ http://t.co/ci4CeT0F via @addthis,al-qaeda,-1
rt @liputan6dotcom : sos ! 1 km lagi pasukan $T$ tembus ibukota baghdad http://t.co/fKwrX2EbeA,isis,-1
"dalam surat an nisaa ayat 95 , allah swt membedakan org 2 yg ber $T$ , tdk ber $T$ krn uzur , dan tdk ber $T$ ..",jihad,1
"jgn menyebut atau pakai istilah "" $T$ "" ntar jd ribut lagi . pakai oknum saja buk alison haha ..",islam,0
"candi bercorak agama $T$ di karanganyar , terletak di kaki gunung lawu . perjalanan kesana , mata dimanjakan dengan pemandangan yang sangat indah , your camera phone can't even capture it , only you and your eyes can savor it . thank god for good weather today . . . @ederzacharias pic.twitter.com/1jh7dlbtin",hindu,1
menakar taktik baru $T$ bermetamorfosa https://t.co/0nn8wHV2Qn lewat @the_geotimes,isis,0
setan ... rt @inilahdotcom : taliban siap bantu rohingya ber $T$ di myanmar http://t.co/JiX0GFsDw5,jihad,-1
"indeed indeed semut rt @benidictivity : indeed . "" @metro_tv : ahok : gak ada gunanya dialog dengan $T$ http :/ / metrotvn.ws/a301292 """,fpi,1
"taktik sepakbola $T$ , tiki taka ahok , parkir bus agus , pulang",anies,0
"8 . akheela and the bee . kisah juara spelling words di $T$ . anaknya lucu . dan lagi , anak dari kulit hitam :)",amerika,1
pengen masuk politik . gua ngerasa $T$ butuh orang kaya gua,indonesia,1
"selain akun anggota $T$ , coba @divhumaspolri lacak juga deklarasi $T$ seperti dalam tweet @radenano tersebut . https://t.co/wvI5y3Shko",isis,1
